Topic,Count,Name,Representation,Representative_Docs,Top Keywords
616,17,616_inconvinient_currant_clic_complae,"['inconvinient', 'currant', 'clic', 'complae', 'revel', 'transparent', 'aweful', 'outgoing', 'balance', 'purposely']","['complae app force revel location even show current balance purposely change post balance work get overdraft account easily excuse post balance day ago would state exactly much leave aweful change make consider change bank even point app guy even show currant balance', 'complae app force revel location even show current balance purposely change post balance work get overdraft account easily excuse post balance day ago would state exactly much leave aweful change make consider change bank even point app guy even show currant balance', 'complae app force revel location even show current balance purposely change post balance work get overdraft account easily excuse post balance day ago would state exactly much leave aweful change make consider change bank even point app guy even show currant balance']","inconvinient, currant, clic, complae, revel, transparent, aweful, outgoing, balance, purposely"
617,17,617_optional_visible_hippa_frequenctly,"['optional', 'visible', 'hippa', 'frequenctly', 'violation', 'connect', 'entire', 'permission', 'sync', 'access']","['optional give permission access everything phone', 'optional give permission access everything phone', 'thing move different place app seem easy anyone get information since app visible without request visible look quite like could HIPPA violation know']","optional, visible, hippa, frequenctly, violation, connect, entire, permission, sync, access"
618,17,618_segregate_falsely_review_manipulate,"['segregate', 'falsely', 'review', 'manipulate', 'harass', 'ask', 'stop', 'interrupt', 'score', 'deduct']","['app segregate review falsely manipulate review score', 'app segregate review falsely manipulate review score', 'app segregate review falsely manipulate review score']","segregate, falsely, review, manipulate, harass, ask, stop, interrupt, score, deduct"
619,17,619_limit_yr_low_adjust,"['limit', 'yr', 'low', 'adjust', 'deny', 'amt', 'increase', 'limited', 'high', 'recommend']","['yr recommend anything high limit get get deny increase', 'yr recommend anything high limit get get deny increase', 'limit']","limit, yr, low, adjust, deny, amt, increase, limited, high, recommend"
620,17,620_functional_moderately_period_truly,"['functional', 'moderately', 'period', 'truly', 'barely', 'suck', 'region', 'big', 'absolutely', 'time']","['barely functional', 'moderately functional', 'moderately functional']","functional, moderately, period, truly, barely, suck, region, big, absolutely, time"
621,17,621_horrendously_oop_inaccessible_quarter,"['horrendously', 'oop', 'inaccessible', 'quarter', 'rich', 'unreliable', 'together', 'maintenance', 'plan', 'connection']","['horrendously unreliable need access account technical issue money inaccessible get stuff together', 'horrendously unreliable need access account technical issue money inaccessible get stuff together', 'horrendously unreliable need access account technical issue money inaccessible get stuff together']","horrendously, oop, inaccessible, quarter, rich, unreliable, together, maintenance, plan, connection"
622,17,622_rhat_peoplw_bull_sense,"['rhat', 'peoplw', 'bull', 'sense', 'plan', 'year', 'sudden', 'thank', 'far', 'fair']","['bull would change thing peoplw rhat use app year make sense', 'bull would change thing peoplw rhat use app year make sense', 'bull would change thing peoplw rhat use app year make sense']","rhat, peoplw, bull, sense, plan, year, sudden, thank, far, fair"
623,17,623_appreciated_donation_appropriate_bitcoin,"['appreciated', 'donation', 'appropriate', 'bitcoin', 'addition', 'erica', 'special', 'family', 'foster', 'send']","['deposit check every month get foster kid every month wanna hold money government check give money', 'addition ad Erica appropriate appreciated near change bank want know donation special find', 'addition ad Erica appropriate appreciated near change bank want know donation special find']","appreciated, donation, appropriate, bitcoin, addition, erica, special, family, foster, send"
624,17,624_mark_ride_profile_ticket,"['mark', 'ride', 'profile', 'ticket', 'train', 'abroad', 'trip', 'aavandage', 'question', 'pull']","['try set account year credit card find info create profile call many time ticket put nothing happen next time call always mark resolve', 'try set account year credit card find info create profile call many time ticket put nothing happen next time call always mark resolve', 'try set account year credit card find info create profile call many time ticket put nothing happen next time call always mark resolve']","mark, ride, profile, ticket, train, abroad, trip, aavandage, question, pull"
625,17,625_unacceptable_quick_maybe_internet,"['unacceptable', 'quick', 'maybe', 'internet', 'unlike', 'connect', 'thru', 'useless', 'otherwise', 'usual']","['absolutely useless update use quick balance feature log error message something go wrong maybe connect internet try later unacceptable', 'absolutely useless update use quick balance feature log error message something go wrong maybe connect internet try later unacceptable', 'absolutely useless update use quick balance feature log error message something go wrong maybe connect internet try later unacceptable']","unacceptable, quick, maybe, internet, unlike, connect, thru, useless, otherwise, usual"
626,17,626_vpn_ultras_sacrifice_thre,"['vpn', 'ultras', 'sacrifice', 'thre', 'thry', 'blame', 'deep', 'unwilling', 'sadly', 'responsibility']","['sadly buggy work great ios call keybank thry guy clueless idea go try blame phone lol update already multiple deep troubleshoot repair tech help tech believe phone thre cache restart software app update vpn connection issue anything regard app issue instead take responsibility fix', 'sadly buggy work great ios call keybank thry guy clueless idea go try blame phone lol update already multiple deep troubleshoot repair tech help tech believe phone thre cache restart software app update vpn connection issue anything regard app issue instead take responsibility fix', 'sadly buggy work great ios call keybank thry guy clueless idea go try blame phone lol update already multiple deep troubleshoot repair tech help tech believe phone thre cache restart software app update vpn connection issue anything regard app issue instead take responsibility fix']","vpn, ultras, sacrifice, thre, thry, blame, deep, unwilling, sadly, responsibility"
627,17,627_uninstaller_calendar_maintenence_reboot,"['uninstaller', 'calendar', 'maintenence', 'reboot', 'erase', 'reinstall', 'refuse', 'crazy', 'uninstalled', 'apart']","['work great work uninstalled reinstall multiple time refuse work past first page even let try sign clear cache Uninstaller reboot reinstall time refuse work website seem like always maintenence waste time', 'work great work uninstalled reinstall multiple time refuse work past first page even let try sign clear cache Uninstaller reboot reinstall time refuse work website seem like always maintenence waste time', 'work great work uninstalled reinstall multiple time refuse work past first page even let try sign clear cache Uninstaller reboot reinstall time refuse work website seem like always maintenence waste time']","uninstaller, calendar, maintenence, reboot, erase, reinstall, refuse, crazy, uninstalled, apart"
628,17,628_technical_inconsistently_abundant_explore,"['technical', 'inconsistently', 'abundant', 'explore', 'troubleshooting', 'blah', 'resource', 'although', 'mechanical', 'loh']","['technical issue app', 'app continue perform inconsistently although seem well past year sense performance issue failure load freeze abundant happen less often aware troubleshooting resource explore unfortunately issue seem persist matter device use network app work great get work consistently issue', 'app continue perform inconsistently although seem well past year sense performance issue failure load freeze abundant happen less often aware troubleshooting resource explore unfortunately issue seem persist matter device use network app work great get work consistently issue']","technical, inconsistently, abundant, explore, troubleshooting, blah, resource, although, mechanical, loh"
