Review,Date,Stars,Cleaned Reviews
TD bank is good but when i started the bank back in 2008 it was Very poor on security love it now...i give it 6/10,2025-02-26,4,bank good start bank back poor security love give
There ok,2025-02-18,4,
love td but it takes SOO long to login,2025-02-14,4,love take SOO long login
Not able to use biometric services.,2025-02-08,4,able use biometric service
I can't access my TD Fit loan. Only my checking and savings. This has been for 5 or 6 days. I pay extra payments so I need to know when the dates for my scheduled payments are I absolutely require this. If this isn't addressed immediately I'll have to consider our time with TD Bank to be over and close my accounts.,2025-02-04,4,access Fit loan checking saving day pay extra payment need know date schedule payment absolutely require address immediately consider time Bank close account
Unclear on how to retrieve or receive money when it is sent to you via Zelle!!,2025-02-04,4,unclear retrieve receive money send via Zelle
"The app lags but otherwise it's easy, now my biggest issue is with their ATM. It ate my 100$ bill then every time I spoke to someone I got a different respond about my claim. I'm behind on 2 of my cc cause of this problem. All this happened 1/14/25. I'm still waiting and waiting.",2025-01-30,4,app lag otherwise easy big issue ATM eat bill every time speak someone get different respond claim behind cause problem happen still wait wait
"Basic functionality works but the login is broken. I set up biometric access so I don't have to use username and password all the time. My fingerprint should be more secure, right? does. not. work. I always need username and password.",2025-01-16,4,basic functionality work login break set biometric access use username password time fingerprint secure right work always need username password
Very poor (no down load),2025-01-10,4,poor load
I wanted to know if this would be the correct app to use if I have financing with Samsung. It seems like Samsung is transitioning to TD Retail. Samsung Financing is ending as of 12/31.,2024-12-29,4,want know would correct app use financing Samsung seem like Samsung transition Retail Samsung Financing end
