Review,Date,Stars,Cleaned Reviews,neg,neu,pos,compound,vader_label,star_sentiments
Doesn't allow you to close account. Zero reassurance that you won't continue to be charged for subscription.,2025-03-08,4,allow close account zero reassurance continue charge subscription,0.174,0.701,0.125,0.0088,neutral,1
"I shouldn't have to subscribe to borrow money. I already gave you all my information, and you said I was good for 100$. I know I'm gonna pay interest, but then you want me to pay again. I feel like I'm paying in my life just for 100$. No thanks.",2025-03-08,4,subscribe borrow money already give information say good know go pay interest want pay feel like pay life thank,0.102,0.672,0.227,0.7845,positive,1
App giving me alot of trouble getting advice i never use to have any trouble with app until lately it tells me I can get advance but after I except advance it's asking me to readd my card information again after I do app tells me something when wrong over and over again add won't let me delete card and add it again won't let me even logout so I can tryn reset add just very frustrating aggravating and annoying all at the same time making me feel i want to delete my account just because app,2025-03-08,4,App give alot trouble get advice never use trouble app lately tell get advance except advance ask readd card information app tell something wrong add let delete card add let even logout tryn reset add frustrating aggravating annoy time make feel want delete account app,0.18,0.79,0.03,-0.9498,negative,1
I signed up and after they took the $5.99 fee it kept telling me there was some errors and wouldn't send me the $35 advance to debit card. 2nd time I've had issues with this app. Uninstalled and disconnected account immediately.,2025-03-08,4,sign take fee keep tell error would send advance debit card time issue app uninstalled disconnected account immediately,0.058,0.942,0.0,-0.34,negative,1
"Tried to sign up, I paid, they took my money out. I still can't use service. I contacted customer support and still waiting for help. I don't even want to use the app I just want my money back",2025-03-08,4,try sign pay take money still use service contact customer support still wait help even want use app want money back,0.065,0.793,0.143,0.6067,positive,1
Never again.,2025-03-08,4,never,0.0,1.0,0.0,0.0,neutral,1
It keep kicking me out. I uninstalled and installed few time still kick me out. I try cancel the membership it wouldn't let me too,2025-03-08,4,keep kick uninstalle instal time still kick try cancel membership would let,0.083,0.917,0.0,-0.25,negative,1
"A definite ""NO👉GO!!!!!!!7️⃣🌬️",2025-03-08,4,definite,0.0,0.234,0.766,0.5053,positive,1
Signed up for the app. Then directing me to apply to see if I qualify for a cash advance. They said look who qualifies... But I need to upgrade. I proceeded to pay $5.99 . Followed thru and then after they got payment. Got my card info for the so called advance? Sent me a second message stating sorry but it looks like you didn't qualify for the cash advance at this time???? Scammmm don't do it! They got I only had $7 for the month which is better then the other plan or they're yearly fee..!,2025-03-07,4,sign app direct apply see qualify cash advance say look qualify need upgrade proceed pay follow thru get payment got card info call advance send second message state sorry look like qualify cash advance time Scammmm get month well plan yearly fee,0.031,0.88,0.088,0.8222,positive,1
Cash advance is a lie,2025-03-07,4,cash advance lie,0.0,1.0,0.0,0.0,neutral,1
"Not the greatest app if you plan on using it to rely on consistent cash advances. It will let you borrow money with a higher amount and then will lower your next available advance, putting you more in the hole. Would definitely not recommend using it as a crutch.",2025-03-07,4,great app plan use rely consistent cash advance let borrow money high amount lower next available advance put hole would definitely recommend use crutch,0.144,0.806,0.051,-0.6096,negative,1
"THIS IS THE WORST ONLINE BANK EVER. First two weeks were great besides them lowering my loan amount for absolutely no reason. Then this week came and it's been horrible. My money is literally in the wind. Didn't receive it this Wednesday like I usually do. Didn't receive it today which is Friday. I FINALLY got in touch with someone just for them to claim that they haven't hit my ""thread account "" yet whatever that means. Basically my money is literally gone and these people are responsible.",2025-03-07,4,bad ONLINE bank ever first two week great besides lower loan amount absolutely reason week come horrible money literally wind receive Wednesday like usually receive today Friday FINALLY get touch someone claim hit thread account yet whatever mean basically money literally go people responsible,0.129,0.782,0.089,-0.6028,negative,1
"This whole being approved for a certain amount only to be FORCED to pay double the fees is a scam! Then what's worse is your like me and you pay it back early and on your second withdrawal $25 of the $100 is ""unavailable"" and I have to repay everything first. SCAM",2025-03-07,4,whole approve certain amount FORCED pay double fee scam bad like pay back early second withdrawal unavailable repay everything first SCAM,0.275,0.595,0.13,-0.89,negative,1
it says it doesn't connect with Plaid It does.,2025-03-07,4,say connect Plaid,0.0,1.0,0.0,0.0,neutral,1
Slow clunky and very negative API response times. Don't know why but this app refuses to work appropriately on my phone.,2025-03-07,4,slow clunky negative api response time know app refuse work appropriately phone,0.111,0.889,0.0,-0.3604,negative,1
Terrible I repaid earlier and can't borrow it is stupid,2025-03-07,4,terrible repay early borrow stupid,0.481,0.519,0.0,-0.7579,negative,1
Won't let me connect my main account debit card and customer service is zero,2025-03-06,4,let connect main account debit card customer service zero,0.0,1.0,0.0,0.0,neutral,1
Didn't like this app...I was not able to get a cash advance...,2025-03-06,4,like app able get cash advance,0.174,0.826,0.0,-0.2755,negative,1
Always a issue with advance even though I pay back all of my advances,2025-03-06,4,always issue advance even though pay back advance,0.113,0.887,0.0,-0.1027,negative,1
If I could I would rate this app zero Star I have used other app and had no problems like this one if not one thing it another,2025-03-06,4,could would rate app zero Star use app problem like one one thing another,0.167,0.748,0.085,-0.34,negative,1
Lead to believe I'd receive a pay advance or small short term loan if I were premium member. $15 subscription $1 on a card I can't use and no response from support on why I can't get my money refunded misleading- rude and fails to refund member their own money even when asked within 1 hour of subscribing. Big mistake and it can't be undone and still hasn't been refunded enjoy your 15 dollars for each sucker that you get signed up for nothing. What a joke.,2025-03-06,4,lead believe receive pay advance small short term loan premium member subscription card use response support get money refund rude fail refund member money even ask within hour subscribing big mistake undo still refund enjoy dollar sucker get sign nothing joke,0.213,0.738,0.048,-0.9278,negative,1
They take payment back before the agree date then don't care If they screw u over.,2025-03-05,4,take payment back agree date care screw,0.217,0.648,0.135,-0.1351,negative,1
"Doesn't approve because of address. Waiting for help. If you are moving, this app is worthless",2025-03-05,4,approve address wait help move app worthless,0.148,0.714,0.138,-0.0516,negative,1
Won't let me cancel my subscription and cleo keeps trying to take money from me illegally and keeps harassing me. Cleo doesn't help save or invest only to become in more debt 🙄 cleo you suck !,2025-03-05,4,let cancel subscription cleo keep try take money illegally keep harass Cleo help save invest become debt cleo suck,0.319,0.643,0.039,-0.9124,negative,1
